unixtime,lat,lon,crs,spd,mmsi,shipname
1403711064,48.06513167,-122.6394233,34.38,3.13,123456,TIE-FIGHTER
1403711065,48.25563667,-123.14685,22.52,1.42,123460,MILLENIUM FALCON
1403711067,48.06540833,-122.6395467,34.37,3.13,123456,TIE-FIGHTER
1403711071,48.27253333,-124.0721,11.3,2.1,123459,SLAVE I
1403711071,48.255355,-123.1472683,22.52,1.42,123460,MILLENIUM FALCON
1403711077,48.27231667,-124.0713333,11.3,2.1,123459,SLAVE I
1403711078,48.255075,-123.1476917,22.53,1.42,123460,MILLENIUM FALCON
1403711089,48.254565,-123.1484667,22.54,1.42,123460,MILLENIUM FALCON
1403711092,48.069015,-122.6411133,34.38,3.12,123456,TIE-FIGHTER
1403711094,47.60286833,-122.3401583,8.61,0.01,123458,X-WING
1403711101,48.27143333,-124.0683,11.3,2.11,123459,SLAVE I
1403711101,48.25401,-123.149305,22.53,1.42,123460,MILLENIUM FALCON
1403711102,48.07039667,-122.64172,34.35,3.12,123456,TIE-FIGHTER
1403711107,48.25373333,-123.1497217,22.52,1.42,123460,MILLENIUM FALCON
1403711110,48.07150333,-122.642195,34.38,3.11,123456,TIE-FIGHTER
1403711113,48.25345333,-123.1501367,22.51,1.41,123460,MILLENIUM FALCON
1403711116,48.07233167,-122.6425533,34.38,3.11,123456,TIE-FIGHTER
1403711125,47.60287167,-122.3401633,8.61,0.01,123458,X-WING
1403711125,48.25290167,-123.150975,22.54,1.41,123460,MILLENIUM FALCON
1403711127,48.07370667,-122.6431517,34.38,3.1,123456,TIE-FIGHTER
1403711135,48.07480333,-122.6436333,34.37,3.1,123456,TIE-FIGHTER
1403711140,48.07562833,-122.6439933,34.37,3.09,123456,TIE-FIGHTER
1403711149,48.25179667,-123.1526383,22.52,1.41,123460,MILLENIUM FALCON
1403711149,48.26948333,-124.0615667,11.3,2.11,123459,SLAVE I
1403711154,47.60288167,-122.340155,8.02,0.01,123458,X-WING
1403711156,48.26948333,-124.0615667,11.3,2.11,123459,SLAVE I
1403711156,48.26948333,-124.0615667,11.3,2.11,123459,SLAVE I
1403711161,48.26905,-124.0600833,11.3,2.11,123459,SLAVE I
1403711162,48.07865667,-122.6452333,34.5,3.09,123456,TIE-FIGHTER
1403711164,48.07865667,-122.6452333,34.5,3.09,123456,TIE-FIGHTER
1403711167,48.25093,-123.15396,22.57,1.4,123460,MILLENIUM FALCON
1403711172,48.07989333,-122.6457283,34.49,3.08,123456,TIE-FIGHTER
1403711173,48.25066,-123.1543833,22.61,1.4,123460,MILLENIUM FALCON
1403711176,48.08044167,-122.6459533,34.48,3.08,123456,TIE-FIGHTER
1403711179,48.25039,-123.1548083,22.62,1.4,123460,MILLENIUM FALCON
1403711185,48.25010833,-123.1552283,22.6,1.4,123460,MILLENIUM FALCON
1403711195,48.08290833,-122.6469833,34.44,3.08,123456,TIE-FIGHTER
1403711194,47.60289833,-122.34016,7.58,0.01,123458,X-WING
1403711197,48.249555,-123.1560617,22.56,1.4,123460,MILLENIUM FALCON
1403711206,48.08468833,-122.6477217,34.45,3.07,123456,TIE-FIGHTER
1403711208,48.08496167,-122.6478367,34.45,3.07,123456,TIE-FIGHTER
1403711209,48.24900333,-123.15689,22.54,1.4,123460,MILLENIUM FALCON
1403711209,48.26773333,-124.0554833,11.3,2.12,123459,SLAVE I
1403711215,48.26673333,-124.0519333,11.3,2.12,123459,SLAVE I
1403711222,48.08687833,-122.6486433,34.42,3.08,123456,TIE-FIGHTER
1403711224,47.60291667,-122.3401617,7.55,0.01,123458,X-WING
1403711232,48.08825333,-122.6491867,34.5,3.07,123456,TIE-FIGHTER
1403711233,48.24796,-123.158495,22.59,1.4,123460,MILLENIUM FALCON
1403711236,48.0888,-122.64941,34.49,3.07,123456,TIE-FIGHTER
1403711237,48.24796,-123.158495,22.59,1.4,123460,MILLENIUM FALCON
1403711239,48.266,-124.0495833,11.3,2.13,123459,SLAVE I
1403711239,48.24764333,-123.158985,22.61,1.4,123460,MILLENIUM FALCON
1403711250,48.09071667,-122.6502183,34.44,3.08,123456,TIE-FIGHTER
1403711251,48.2471,-123.1598267,22.61,1.4,123460,MILLENIUM FALCON
1403711255,48.09126667,-122.650445,34.45,3.08,123456,TIE-FIGHTER
1403711256,48.2653,-124.0472167,11.3,2.13,123459,SLAVE I
1403711258,48.24683,-123.1602517,22.64,1.4,123460,MILLENIUM FALCON
1403711263,48.24660667,-123.1606083,22.66,1.4,123460,MILLENIUM FALCON
1403711264,47.60290333,-122.34017,7.93,0.02,123458,X-WING
1403711268,48.093195,-122.6512367,34.43,3.09,123456,TIE-FIGHTER
1403711269,48.24633667,-123.161035,22.67,1.4,123460,MILLENIUM FALCON
1403711280,48.26433333,-124.0439833,11.3,2.13,123459,SLAVE I
1403711283,48.09512,-122.652055,34.43,3.09,123456,TIE-FIGHTER
1403711283,47.60290333,-122.3401733,7.89,-1,123458,X-WING
1403711292,48.09636167,-122.6525717,34.44,3.09,123456,TIE-FIGHTER
1403711296,48.09705167,-122.652865,34.42,3.1,123456,TIE-FIGHTER
1403711299,48.24498667,-123.16316,22.65,1.4,123460,MILLENIUM FALCON
1403711304,48.26335,-124.0407333,11.4,2.13,123459,SLAVE I
1403711305,47.60291167,-122.3401733,7.89,-1,123458,X-WING
1403711305,48.244675,-123.1636583,22.67,1.4,123460,MILLENIUM FALCON
1403711311,48.26318333,-124.0402,11.4,2.13,123459,SLAVE I
1403711314,47.60290667,-122.34017,7.89,-1,123458,X-WING
1403711315,48.09953833,-122.65392,34.41,3.11,123456,TIE-FIGHTER
1403711316,48.26318333,-124.0402,11.5,2.13,123459,SLAVE I
1403711318,48.24410167,-123.164595,22.73,1.4,123460,MILLENIUM FALCON
1403711322,48.24388,-123.1649533,22.73,1.4,123460,MILLENIUM FALCON
1403711324,47.60291167,-122.3401633,7.89,-1,123458,X-WING
1403711328,48.10134,-122.6546867,34.41,3.11,123456,TIE-FIGHTER
1403711331,48.10175667,-122.6548633,34.41,3.11,123456,TIE-FIGHTER
1403711336,48.24330167,-123.16588,22.71,1.4,123460,MILLENIUM FALCON
1403711342,48.10328333,-122.6555,34.43,3.12,123456,TIE-FIGHTER
1403711347,48.26156667,-124.0349,11.4,2.13,123459,SLAVE I
1403711351,47.60291167,-122.3401633,7.89,-1,123458,X-WING
1403711352,48.10467333,-122.6560833,34.43,3.12,123456,TIE-FIGHTER
1403711353,47.60290333,-122.3401633,7.89,-1,123458,X-WING
1403711356,48.10536667,-122.6563733,34.44,3.12,123456,TIE-FIGHTER
1403711359,48.24227,-123.1675,22.64,1.4,123460,MILLENIUM FALCON
1403711361,48.10592333,-122.6566067,34.43,3.12,123456,TIE-FIGHTER
1403711365,48.242045,-123.16785,22.63,1.4,123460,MILLENIUM FALCON
1403711368,48.10703833,-122.65707,34.44,3.12,123456,TIE-FIGHTER
1403711371,48.2606,-124.0317167,11.3,2.12,123459,SLAVE I
1403711371,48.24173167,-123.16834,22.63,1.4,123460,MILLENIUM FALCON
1403711377,48.10815167,-122.6575383,34.44,3.13,123456,TIE-FIGHTER
1403711378,48.24146,-123.1687567,22.61,1.4,123460,MILLENIUM FALCON
1403711383,48.24123333,-123.169105,22.6,1.4,123460,MILLENIUM FALCON
1403711384,47.6029,-122.3401617,8,0.01,123458,X-WING
1403711394,48.11066833,-122.6585967,34.43,3.14,123456,TIE-FIGHTER
1403711396,48.24064833,-123.1700133,22.62,1.4,123460,MILLENIUM FALCON
1403711402,48.11179,-122.659075,34.41,3.15,123456,TIE-FIGHTER
1403711412,48.11318333,-122.6597017,34.33,3.14,123456,TIE-FIGHTER
1403711412,48.11318333,-122.6597017,34.33,3.14,123456,TIE-FIGHTER
1403711413,47.602885,-122.3401583,8,0.01,123458,X-WING
1403711417,48.11373,-122.6599883,34.21,3.14,123456,TIE-FIGHTER
1403711419,48.23956833,-123.1717,22.62,1.4,123460,MILLENIUM FALCON
1403711420,48.11427167,-122.6602917,34.09,3.13,123456,TIE-FIGHTER
1403711425,48.23934333,-123.1720483,22.61,1.4,123460,MILLENIUM FALCON
1403711431,48.25816667,-124.0238333,11.4,2.11,123459,SLAVE I
1403711431,48.23906833,-123.1724633,22.58,1.4,123460,MILLENIUM FALCON
1403711434,47.60288667,-122.3401733,8,-1,123458,X-WING
1403711436,48.11635667,-122.6617567,33.42,3.11,123456,TIE-FIGHTER
1403711438,48.23875,-123.1729467,22.56,1.4,123460,MILLENIUM FALCON
1403711443,48.25766667,-124.0222333,11.4,2.11,123459,SLAVE I
1403711443,48.23847667,-123.1733633,22.57,1.4,123460,MILLENIUM FALCON
1403711444,47.60288833,-122.3401783,8,0.01,123458,X-WING
1403711449,48.25741667,-124.0214333,11.4,2.11,123459,SLAVE I
1403711458,48.11879833,-122.6643383,32.29,3.07,123456,TIE-FIGHTER
1403711462,41.64862333,-70.27488167,14.87,-1,123457,SLAVE I
1403711464,48.11943667,-122.665185,32.02,3.07,123456,TIE-FIGHTER
1403711466,48.11964833,-122.6654733,31.96,3.07,123456,TIE-FIGHTER
1403711467,48.23738833,-123.1750467,22.61,1.4,123460,MILLENIUM FALCON
1403711473,47.602885,-122.3401683,8,0.01,123458,X-WING
1403711475,48.120615,-122.666755,31.88,3.09,123456,TIE-FIGHTER
1403711478,48.12093833,-122.6671833,31.87,3.1,123456,TIE-FIGHTER
1403711481,48.121155,-122.66747,31.86,3.1,123456,TIE-FIGHTER
1403711485,48.23656833,-123.1763,22.57,1.4,123460,MILLENIUM FALCON
1403711488,48.122015,-122.6686267,31.81,3.12,123456,TIE-FIGHTER
1403711491,48.25563333,-124.0157333,11.4,2.1,123459,SLAVE I
1403711491,48.23629333,-123.1767167,22.56,1.4,123460,MILLENIUM FALCON
1403711497,48.25538333,-124.0149333,11.4,2.1,123459,SLAVE I
1403711498,47.60291167,-122.3412933,3.95,-1,123458,X-WING
1403711499,48.123075,-122.6701,31.74,3.13,123456,TIE-FIGHTER
1403711504,48.25513333,-124.01415,11.4,2.1,123459,SLAVE I
1403711504,48.235745,-123.1775483,22.55,1.4,123460,MILLENIUM FALCON
1403711509,48.25488333,-124.01335,11.4,2.1,123459,SLAVE I
1403711510,48.23542333,-123.17803,22.52,1.4,123460,MILLENIUM FALCON
1403711518,48.25488333,-124.01335,11.4,2.1,123459,SLAVE I
1403711520,48.12552,-122.6734833,31.67,3.13,123456,TIE-FIGHTER
1403711527,48.12614167,-122.6743867,31.62,3.13,123456,TIE-FIGHTER
1403711527,48.12614167,-122.6743867,31.62,3.13,123456,TIE-FIGHTER
1403711536,48.12718167,-122.6758817,31.61,3.12,123456,TIE-FIGHTER
1403711538,48.12738833,-122.6761817,31.6,3.12,123456,TIE-FIGHTER
1403711540,48.23407,-123.1800033,22.46,1.4,123460,MILLENIUM FALCON
1403711544,48.12800167,-122.67709,31.55,3.12,123456,TIE-FIGHTER
1403711546,48.23379333,-123.1804167,22.48,1.4,123460,MILLENIUM FALCON
1403711548,48.25488333,-124.01335,11.4,2.1,123459,SLAVE I
1403711551,48.233515,-123.1808317,22.49,1.41,123460,MILLENIUM FALCON
1403711557,48.25258333,-124.0059,11.4,2.1,123459,SLAVE I
1403711558,47.60302667,-122.34244,27.97,0.6,123458,X-WING
1403711558,48.23323667,-123.181245,22.48,1.41,123460,MILLENIUM FALCON
1403711560,48.12962,-122.679525,31.47,3.1,123456,TIE-FIGHTER
1403711563,48.25241667,-124.00535,11.5,2.1,123459,SLAVE I
1403711565,48.13002,-122.68014,31.45,3.1,123456,TIE-FIGHTER
1403711570,48.232675,-123.18207,22.46,1.41,123460,MILLENIUM FALCON
1403711570,48.13061667,-122.6810667,31.41,3.1,123456,TIE-FIGHTER
1403711570,48.232675,-123.18207,22.46,1.41,123460,MILLENIUM FALCON
1403711575,48.25181667,-124.0034833,11.5,2.1,123459,SLAVE I
1403711580,48.25165,-124.0029667,11.5,2.1,123459,SLAVE I
1403711583,48.131805,-122.6829383,31.36,3.11,123456,TIE-FIGHTER
1403711586,48.132195,-122.6835733,31.32,3.11,123456,TIE-FIGHTER
1403711593,48.231585,-123.18363,22.4,1.41,123460,MILLENIUM FALCON
1403711596,48.13308333,-122.6849867,31.32,3.11,123456,TIE-FIGHTER
1403711599,48.13337833,-122.6854583,31.32,3.11,123456,TIE-FIGHTER
1403711599,48.23125333,-123.1841067,22.41,1.41,123460,MILLENIUM FALCON
1403711604,48.13387167,-122.6862433,31.32,3.11,123456,TIE-FIGHTER
1403711611,48.23068667,-123.18493,22.42,1.42,123460,MILLENIUM FALCON
1403711617,48.25033333,-123.9989167,11.5,2.09,123459,SLAVE I
1403711618,47.60329167,-122.34554,27.29,0.86,123458,X-WING
1403711618,48.23035333,-123.1854083,22.41,1.42,123460,MILLENIUM FALCON
1403711623,48.25033333,-123.9989167,11.5,2.09,123459,SLAVE I
1403711623,48.25008333,-123.99815,11.5,2.09,123459,SLAVE I
1403711630,48.22977833,-123.1862217,22.37,1.42,123460,MILLENIUM FALCON
1403711631,48.13658667,-122.69041,31.41,3.11,123456,TIE-FIGHTER
1403711635,48.22949167,-123.1866283,22.36,1.42,123460,MILLENIUM FALCON
1403711640,48.24946667,-123.9962167,11.5,2.09,123459,SLAVE I
1403711642,48.13769,-122.692105,31.42,3.11,123456,TIE-FIGHTER
1403711646,48.13808833,-122.6927233,31.41,3.11,123456,TIE-FIGHTER
1403711648,47.60333667,-122.3473933,27.17,0.95,123458,X-WING
1403711650,48.13848333,-122.693345,31.38,3.11,123456,TIE-FIGHTER
1403711652,48.24895,-123.99465,11.5,2.09,123459,SLAVE I
1403711656,48.13907167,-122.6942817,31.35,3.1,123456,TIE-FIGHTER
1403711659,48.13936333,-122.6947533,31.33,3.1,123456,TIE-FIGHTER
1403711664,48.13995167,-122.6956933,31.32,3.1,123456,TIE-FIGHTER
1403711666,48.228045,-123.1886783,22.37,1.43,123460,MILLENIUM FALCON
1403711672,48.22775333,-123.1890867,22.35,1.43,123460,MILLENIUM FALCON
1403711673,48.140735,-122.6969483,31.3,3.1,123456,TIE-FIGHTER
1403711678,48.22751,-123.189425,22.34,1.43,123460,MILLENIUM FALCON
1403711678,47.603405,-122.3495367,27.37,1.12,123458,X-WING
1403711683,48.2476,-123.9904833,11.5,2.08,123459,SLAVE I
1403711683,48.22721833,-123.1898317,22.32,1.43,123460,MILLENIUM FALCON
1403711690,48.226925,-123.1902367,22.31,1.43,123460,MILLENIUM FALCON
1403711693,48.142655,-122.700145,31.17,3.11,123456,TIE-FIGHTER
1403711700,48.24685,-123.98815,11.5,2.08,123459,SLAVE I
1403711703,48.14361,-122.7017683,31.14,3.12,123456,TIE-FIGHTER
1403711706,48.143995,-122.70242,31.15,3.13,123456,TIE-FIGHTER
1403711712,48.24638333,-123.9867167,11.5,2.07,123459,SLAVE I
1403711716,48.144925,-122.7040883,31,3.14,123456,TIE-FIGHTER
1403711718,48.14510833,-122.704425,30.98,3.14,123456,TIE-FIGHTER
1403711719,48.22546667,-123.1922883,22.36,1.43,123460,MILLENIUM FALCON
1403711727,48.14587333,-122.7057367,31.07,3.14,123456,TIE-FIGHTER
1403711728,47.60353333,-122.353955,27.13,1.36,123458,X-WING
1403711732,48.22488333,-123.193115,22.36,1.44,123460,MILLENIUM FALCON
1403711737,48.146825,-122.7073883,31.07,3.15,123456,TIE-FIGHTER
1403711737,48.22459167,-123.1935267,22.36,1.44,123460,MILLENIUM FALCON
1403711738,47.60355,-122.3548067,27.19,1.38,123458,X-WING
1403711743,48.24511667,-123.98285,11.5,2.07,123459,SLAVE I
1403711748,47.603575,-122.3557683,27.23,1.41,123458,X-WING
1403711748,47.603575,-122.3557683,27.23,1.41,123458,X-WING
1403711750,48.22400333,-123.1943483,22.34,1.44,123460,MILLENIUM FALCON
1403711752,48.14826167,-122.70988,31.05,3.17,123456,TIE-FIGHTER
1403711763,48.14932333,-122.71173,31.07,3.19,123456,TIE-FIGHTER
1403711766,48.14961,-122.7122367,31.06,3.2,123456,TIE-FIGHTER
1403711767,48.2441,-123.97975,11.5,2.06,123459,SLAVE I
1403711768,47.60363,-122.3577317,27.24,1.44,123458,X-WING
1403711773,48.22283167,-123.1959967,22.33,1.44,123460,MILLENIUM FALCON
1403711776,48.15056833,-122.7139283,31.04,3.2,123456,TIE-FIGHTER
1403711782,48.15115,-122.71494,31.05,3.21,123456,TIE-FIGHTER
1403711788,48.151715,-122.7159717,30.98,3.21,123456,TIE-FIGHTER
1403711792,48.22189833,-123.197295,22.3,1.45,123460,MILLENIUM FALCON
1403711797,48.22165,-123.197635,22.29,1.45,123460,MILLENIUM FALCON
1403711801,47.60369,-122.361025,27.13,1.47,123458,X-WING
1403711804,48.24253333,-123.9749667,11.5,2.06,123459,SLAVE I
1403711804,48.221355,-123.1980433,22.28,1.45,123460,MILLENIUM FALCON
1403711806,48.15346667,-122.7189917,31.12,3.21,123456,TIE-FIGHTER
1403711810,48.22100833,-123.1985217,22.28,1.45,123460,MILLENIUM FALCON
1403711813,47.60372,-122.3622367,27.24,1.48,123458,X-WING
1403711821,48.22051167,-123.1992033,22.27,1.45,123460,MILLENIUM FALCON
1403711822,48.15512833,-122.7218533,31.08,3.22,123456,TIE-FIGHTER
1403711827,48.24138333,-123.97135,11.5,2.06,123459,SLAVE I
1403711827,48.220165,-123.19968,22.27,1.45,123460,MILLENIUM FALCON
1403711828,48.15571167,-122.7228717,31.07,3.23,123456,TIE-FIGHTER
1403711831,47.60377333,-122.3640683,27.18,1.48,123458,X-WING
1403711836,47.60378167,-122.3645767,27.16,1.48,123458,X-WING
1403711838,48.15668333,-122.7245617,31.07,3.22,123456,TIE-FIGHTER
1403711840,48.21956833,-123.200505,22.3,1.45,123460,MILLENIUM FALCON
1403711841,48.15687667,-122.7249033,31.06,3.23,123456,TIE-FIGHTER
1403711847,48.157455,-122.7259217,31.04,3.22,123456,TIE-FIGHTER
1403711850,48.15784167,-122.7265967,31.05,3.22,123456,TIE-FIGHTER
1403711852,48.21897,-123.2013333,22.3,1.46,123460,MILLENIUM FALCON
1403711852,48.158035,-122.726935,31.05,3.22,123456,TIE-FIGHTER
1403711857,48.21867,-123.201745,22.28,1.46,123460,MILLENIUM FALCON
1403711861,47.60381,-122.3671483,27.02,1.52,123458,X-WING
1403711863,48.24005,-123.9673833,11.5,2.06,123459,SLAVE I
1403711866,48.15939333,-122.729285,31.09,3.21,123456,TIE-FIGHTER
1403711868,48.2398,-123.9666167,11.5,2.06,123459,SLAVE I
1403711873,47.60382667,-122.3684267,27.1,1.57,123458,X-WING
1403711875,48.217815,-123.2029,22.23,1.46,123460,MILLENIUM FALCON
1403711877,48.2398,-123.9666167,11.5,2.06,123459,SLAVE I
1403711880,48.23928333,-123.9650833,11.5,2.06,123459,SLAVE I
1403711881,48.217515,-123.2033083,22.24,1.46,123460,MILLENIUM FALCON
1403711886,48.16109667,-122.7323317,30.99,3.19,123456,TIE-FIGHTER
1403711886,48.16109667,-122.7323317,30.99,3.19,123456,TIE-FIGHTER
1403711885,47.60382667,-122.3684267,27.1,1.57,123458,X-WING
1403711887,48.23903333,-123.9643,11.5,2.06,123459,SLAVE I
1403711890,48.16156,-122.7331817,30.95,3.19,123456,TIE-FIGHTER
1403711891,47.60386333,-122.370425,27.17,1.65,123458,X-WING
1403711896,47.603875,-122.3709967,27.16,1.67,123458,X-WING
1403711900,48.16261167,-122.7350117,31.03,3.18,123456,TIE-FIGHTER
1403711910,48.16348,-122.7365,31.1,3.17,123456,TIE-FIGHTER
1403711914,48.16387333,-122.73715,31.16,3.17,123456,TIE-FIGHTER
1403711917,48.21564,-123.2059783,22.39,1.47,123460,MILLENIUM FALCON
1403711919,48.164375,-122.7379417,31.25,3.16,123456,TIE-FIGHTER
1403711921,47.60390167,-122.3739167,27.12,1.73,123458,X-WING
1403711923,48.23745,-123.9594,11.5,2.06,123459,SLAVE I
1403711923,48.21539167,-123.20633,22.39,1.47,123460,MILLENIUM FALCON
1403711929,48.21509667,-123.206755,22.39,1.47,123460,MILLENIUM FALCON
1403711935,48.23695,-123.95785,11.5,2.06,123459,SLAVE I
1403711935,48.2148,-123.2071783,22.39,1.47,123460,MILLENIUM FALCON
1403711940,48.23683333,-123.9574667,11.5,2.06,123459,SLAVE I
1403711941,48.214505,-123.2076017,22.39,1.47,123460,MILLENIUM FALCON
1403711947,48.2365,-123.9564333,11.5,2.06,123459,SLAVE I
1403711947,48.21420833,-123.2080267,22.39,1.47,123460,MILLENIUM FALCON
1403711949,48.16714333,-122.7426133,31.26,3.11,123456,TIE-FIGHTER
1403711950,48.16734667,-122.7429167,31.32,3.11,123456,TIE-FIGHTER
1403711951,47.60395667,-122.3775233,27.09,1.77,123458,X-WING
1403711961,48.16850667,-122.7445283,31.64,3.11,123456,TIE-FIGHTER
1403711960,48.21420833,-123.2080267,22.39,1.47,123460,MILLENIUM FALCON
1403711962,48.168725,-122.7448133,31.69,3.11,123456,TIE-FIGHTER
1403711964,48.16894333,-122.7450967,31.74,3.11,123456,TIE-FIGHTER
1403711966,48.21327,-123.2093683,22.37,1.47,123460,MILLENIUM FALCON
1403711970,48.16959833,-122.7459533,31.84,3.12,123456,TIE-FIGHTER
1403711970,48.21307167,-123.20965,22.37,1.47,123460,MILLENIUM FALCON
1403711974,48.17003833,-122.7465183,31.88,3.13,123456,TIE-FIGHTER
1403711977,48.21272333,-123.2101417,22.35,1.47,123460,MILLENIUM FALCON
1403711981,47.60399833,-122.3811967,26.94,1.78,123458,X-WING
1403711983,48.235,-123.9517833,11.5,2.06,123459,SLAVE I
1403711983,48.21242333,-123.2105617,22.34,1.47,123460,MILLENIUM FALCON
1403711986,48.17136333,-122.7482183,31.92,3.14,123456,TIE-FIGHTER
1403711992,47.60394667,-122.3825317,26.49,1.78,123458,X-WING
1403711993,47.60394,-122.3826533,26.51,1.76,123458,X-WING
1403711995,48.2345,-123.9502333,11.5,2.06,123459,SLAVE I
1403712000,48.23425,-123.94945,11.5,2.07,123459,SLAVE I
1403712001,48.21158,-123.2117617,22.37,1.48,123460,MILLENIUM FALCON
1403712010,48.17398333,-122.7516767,31.71,3.14,123456,TIE-FIGHTER
1403712011,47.603745,-122.384815,26.08,1.78,123458,X-WING
1403712012,48.17418667,-122.751985,31.65,3.14,123456,TIE-FIGHTER
1403712013,48.23375,-123.9479,11.5,2.07,123459,SLAVE I
1403712014,48.21093333,-123.212675,22.35,1.48,123460,MILLENIUM FALCON
1403712019,48.23355,-123.94725,11.5,2.07,123459,SLAVE I
1403712019,48.21068333,-123.213025,22.34,1.48,123460,MILLENIUM FALCON
1403712025,48.17537167,-122.7538967,31.33,3.14,123456,TIE-FIGHTER
1403712028,48.17576333,-122.7545383,31.31,3.14,123456,TIE-FIGHTER
1403712029,47.60352167,-122.3870017,26.2,1.8,123458,X-WING
1403712030,48.17595667,-122.7548617,31.26,3.14,123456,TIE-FIGHTER
1403712034,48.17634,-122.7555183,31.2,3.14,123456,TIE-FIGHTER
1403712038,48.20974,-123.2143683,22.38,1.48,123460,MILLENIUM FALCON
1403712044,48.20944833,-123.2147967,22.39,1.48,123460,MILLENIUM FALCON
1403712047,47.60329667,-122.3892167,26.15,1.8,123458,X-WING
1403712048,48.17766833,-122.7578417,31.08,3.15,123456,TIE-FIGHTER
1403712055,48.23205,-123.94255,11.4,2.08,123459,SLAVE I
1403712060,48.2318,-123.9417667,11.4,2.08,123459,SLAVE I
1403712060,48.20856667,-123.2160817,22.39,1.48,123460,MILLENIUM FALCON
1403712070,48.17968333,-122.7613183,31.09,3.17,123456,TIE-FIGHTER
1403712071,47.60299333,-122.392175,26.15,1.81,123458,X-WING
1403712073,48.17997,-122.7618167,31.09,3.17,123456,TIE-FIGHTER
1403712073,48.23121667,-123.93995,11.5,2.08,123459,SLAVE I
1403712074,48.20792167,-123.2170017,22.38,1.48,123460,MILLENIUM FALCON
1403712079,48.23096667,-123.9391667,11.5,2.08,123459,SLAVE I
1403712084,48.181035,-122.7636367,31.11,3.17,123456,TIE-FIGHTER
1403712088,48.18142,-122.7643,31.1,3.18,123456,TIE-FIGHTER
1403712090,48.18161167,-122.7646333,31.1,3.18,123456,TIE-FIGHTER
1403712097,48.20678667,-123.218645,22.4,1.48,123460,MILLENIUM FALCON
1403712098,48.18238167,-122.76596,31.09,3.17,123456,TIE-FIGHTER
1403712103,48.20649167,-123.2190733,22.41,1.48,123460,MILLENIUM FALCON
1403712107,47.602525,-122.3966233,26.15,1.83,123458,X-WING
1403712108,48.18334,-122.76762,31.08,3.17,123456,TIE-FIGHTER
1403712109,48.20619333,-123.2195,22.4,1.48,123460,MILLENIUM FALCON
1403712116,48.20589667,-123.2199283,22.4,1.48,123460,MILLENIUM FALCON
1403712120,48.22923333,-123.9337833,11.5,2.09,123459,SLAVE I
1403712120,48.22923333,-123.9337833,11.5,2.09,123459,SLAVE I
1403712130,48.18556,-122.7714167,31.09,3.17,123456,TIE-FIGHTER
1403712135,48.18591667,-122.7721067,30.95,3.16,123456,TIE-FIGHTER
1403712137,47.602185,-122.40035,26.23,1.84,123458,X-WING
1403712140,48.18625167,-122.772815,30.76,3.15,123456,TIE-FIGHTER
1403712140,48.22846667,-123.9314167,11.5,2.1,123459,SLAVE I
1403712140,48.204755,-123.2215667,22.41,1.48,123460,MILLENIUM FALCON
1403712142,47.60211333,-122.401095,26.15,1.84,123458,X-WING
1403712144,48.18671167,-122.7739183,30.42,3.14,123456,TIE-FIGHTER
1403712150,48.18712833,-122.7750583,30.1,3.13,123456,TIE-FIGHTER
1403712151,48.20416,-123.222425,22.42,1.48,123460,MILLENIUM FALCON
1403712154,48.18738833,-122.7758333,29.9,3.13,123456,TIE-FIGHTER
1403712157,48.2277,-123.9290667,11.5,2.1,123459,SLAVE I
1403712157,48.20381667,-123.22293,22.44,1.48,123460,MILLENIUM FALCON
1403712157,48.20381667,-123.22293,22.44,1.48,123460,MILLENIUM FALCON
1403712158,48.18763,-122.7766183,29.72,3.12,123456,TIE-FIGHTER
1403712163,48.20352,-123.22336,22.44,1.48,123460,MILLENIUM FALCON
1403712170,48.18833667,-122.7790033,29.46,3.14,123456,TIE-FIGHTER
1403712172,48.18845667,-122.7794,29.46,3.14,123456,TIE-FIGHTER
1403712172,48.18845667,-122.7794,29.46,3.14,123456,TIE-FIGHTER
1403712172,47.60165333,-122.4047867,25.85,1.83,123458,X-WING
1403712180,48.22683333,-123.9259667,11.1,2.1,123459,SLAVE I
1403712181,48.20267667,-123.2245667,22.39,1.48,123460,MILLENIUM FALCON
1403712184,48.18911167,-122.7815967,29.41,3.15,123456,TIE-FIGHTER
1403712187,48.20237833,-123.2249917,22.39,1.48,123460,MILLENIUM FALCON
1403712190,48.18947333,-122.7827967,29.42,3.16,123456,TIE-FIGHTER
1403712195,48.18976833,-122.7837983,29.39,3.16,123456,TIE-FIGHTER
1403712196,47.60125167,-122.4077283,25.95,1.84,123458,X-WING
1403712201,48.190125,-122.7850033,29.39,3.17,123456,TIE-FIGHTER
1403712202,47.60116833,-122.4084733,26.11,1.83,123458,X-WING
1403712205,48.19036667,-122.785805,29.4,3.17,123456,TIE-FIGHTER
1403712205,48.22603333,-123.9226667,10.9,2.1,123459,SLAVE I
1403712209,47.60109,-122.409225,26.16,1.84,123458,X-WING
1403712210,48.19073333,-122.7870033,29.44,3.17,123456,TIE-FIGHTER
1403712211,48.20113833,-123.2267717,22.4,1.48,123460,MILLENIUM FALCON
1403712214,48.19091833,-122.7876033,29.45,3.17,123456,TIE-FIGHTER
1403712217,48.22566667,-123.9210167,10.8,2.1,123459,SLAVE I
1403712217,48.20084167,-123.2272,22.41,1.48,123460,MILLENIUM FALCON
1403712229,48.20024833,-123.2280567,22.41,1.48,123460,MILLENIUM FALCON
